orgId;orgName;paymentIdentificationinstrId;settlementInfomethod;settlementInfoamount;paymentOrgIdentificationPAYMENT_CODE;paymentOrgIdentificationCUSTOMER_NAME;paymentOrgIdentificationREASON;paymentOrgIdentificationREASON_CODE;paymentOrgIdentificationAUX_REF_NO_1;paymentOrgIdentificationDEBTOR_TAX_ID;paymentOrgIdentificationAUX_PAYMENT_CODE;paymentOrgIdentificationDEBTOR_NAME;paymentOrgIdentificationEXPIRATION_DATE;paymentOrgIdentificationAUX2_PAYMENT_CODE
31b6aa59-c206-481a-bb01-b94b84045c47;ELPEDISON Ιδιώτες;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXT;;;;;;;;;
48f68366-dacf-4fea-aab6-f6718b381f38;ELYSEE SA ΜΕΣΙΤΕΣ ΑΣΦΑΛΙΣΕΩΝ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
7fa0affa-e354-4b04-bbe5-6f07b3e1d38d;EMPORIKI RENT;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
b495a2d4-9b9b-437e-a53f-0bc49ed43c01;ENTERPRISE GREECE;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
09cb9ee4-61c6-4a7a-b216-3b10445995d0;e-PASS ΑΤΤΙΚΗΣ ΟΔΟΥ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETE;SAMPLETEXTSAMPLETEXTSAMPLETEXT;;;;;;;;
3b350d69-f2ca-40bb-a166-216c67f29cf3;ERGO (πρώην DAS HELLAS);SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
4c5632f4-067d-4645-b8e9-e8f17e937f98;ERGO (ΠΡΩΗΝ ΑΤΕ ΑΣΦΑΛΙΣΤΙΚΗ ΓΕΝ.ΑΣΦΑΛΕΙΩΝ);SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXT;;;;;;;;;
4a54683c-da43-49c2-a5e3-37ffaffb77db;ERGO ΑΣΦΑΛΙΣΤΙΚΗ VICTORIA;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXT;;;;;;;;;
60388e93-104a-4415-9f16-e49260af7310;ERGO ΖΩΗΣ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
832492ad-3713-4163-a18e-a1d211053242;ESOLNET ΕΞΕΤΑΣΕΙΣ ΓΛΩΣΣΟΜΑΘΕΙΑΣ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
8e851f85-b0d7-47f4-a696-e87dae9995d0;EUROCATERING Α.Ε.;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
9a6c2a52-8350-4dce-92ad-88063410049e;EUROCERT AE;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
2bff9966-0558-4050-8b58-b0e679888a71;EUROINS AD BRANCH GREECE;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
33062d66-7f70-43cb-b3b0-6a8a87bcdba6;Eurolife FFH ΑΕΑΖ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
61f94968-5fd4-45d3-958a-6ab19bfebc59;Eurolife FFH ΑΕΓΑ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
feaea130-d799-42c2-8190-543fc3cae6e0;EUROLIFE FFΗ ΑΕΑΖ ΕΠΕΝΔΥΤΙΚΑ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
8e1210ee-33c7-4573-9553-b1b18495e97c;EUROPA SECURITY GROUP;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
aabcb7ac-7a2b-4ce4-8751-32e319551748;EUROPALSO;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
3164dfdf-8e46-4665-b57f-c8b2092376f6;EUROPROTECTION INSURANCE BROKERS;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
5286844d-63be-4809-ad52-5b8d3cb70225;EXECUTIVE LEASE-SFAKIANAKIS SA;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
c8be28d5-b525-4873-abcb-319c7c1923e9;EXPERT BUILDING SERVICES;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
3708eecd-a182-4c4a-b682-f96b4276f002;e-ΕΦΚA - ΠΑΡΑΣΤΑΤΙΚΑ ΥΠΟK/ΤΩΝ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
425b7e47-1ff8-4518-9abb-b268aa6253da;e-ΕΦΚΑ ΕΙΣΠΡ.ΠΑΡΑΒΟΛΟΥ ΚΕΠΑ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
2d92ec57-fb64-42b9-a7be-1cf767910243;FCA BANK GMBH;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
7056580c-fbad-477e-ad15-cc527106a135;FCA CAPITAL HELLAS;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
379c9157-280e-4303-bf9b-e45598817487;FCA INSURANCE HELLAS;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
bbe2c9cb-3063-4c72-af3b-63ea20237eb5;FIBAIR (CITIWAVE SYSTEMS);SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
1241399f-21e8-4d2b-9163-f900af01fb5b;FITNESS TRAINING;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
1aad6baf-8943-495d-848e-39932d66bd17;FITSHOP.GR;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
8c2dd333-53a8-4eba-bad2-47eb074a9c48;FLEXCAR;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
c5d19ac7-cb28-42b5-8fd2-6d6bca88fdd7;FOCCACIA ΕΠΕ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
7c00f1bb-32b5-4b85-8001-902a53aee433;FORD CREDIT PLC	;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLE;;;;;;;;;
112f7667-8516-4ce3-b1f9-e10e1dfa9837;G4S CASH SOLUTIONS;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
741d6193-7072-4bba-8d5e-cf51603abb34;G4S SEC SYSTEMS MONITORING;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
844d1eda-ac9b-41f2-80a0-0d2617ee3b25;G4S SECURE SOLUTIONS S.A.;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
26dd1897-6882-43de-a0f3-20fa197da6f2;G4S TELEMATIX;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
5cc2427c-43e7-406e-aa66-699f8e573d3f;GE HEALTHCARE;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
dbf7794a-0e5c-43e7-91ee-81dae16d4ef6;GEA GRAMMO ΕΡΑΤΩ ΑΠΟΛΛΩΝ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
59258107-71a1-47cf-921c-da5b06139d3c;GENERALI HELLAS;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXT;;;;;;;;;
9c168bf9-b42f-4fa0-a447-ce604c445c69;GHP SERVICE;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
b4c96a60-b01f-4d47-9b6c-aa350b4b89d0;GOLDEN BATH;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
f2d4b3b9-6e16-4d2d-9b47-1e57033a8693;GOLEARN;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
c32436d5-0c23-4f3f-a749-812e46dd2d2d;GOOD YEAR HELLAS;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
0cb8498c-0697-4820-ab60-e13693fc1a3b;GP BROKERS A.E.;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
fdae0cb4-960a-4377-a276-3afc26c7cfbb;GREEN ENVIRONMENTAL Επιχειρήσεις;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXT;;;;;;;;;
d712a65c-1d9c-498d-a2a2-14afe0a7a076;GREEN ENVIRONMENTAL Ιδιώτες;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXT;;;;;;;;;
1d25c32b-9b8f-4a95-b038-4884d84a5675;GREEN FEED ΑΕ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
223a0a48-99e8-418a-9c41-4a534e5a7033;GREEN PEACE;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
0b161121-817d-48be-bc24-b663119abf83;GROUPAMA ΑΣΦΑΛΙΣΤΙΚΗ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
cfd5476b-8f2c-43d4-95e3-f37038c07367;GS1 ASSOCIATION GREECE;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
053278e7-b242-4424-b572-38925d654835;HATTA;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
53b9e267-d4e7-40f5-9808-dba8e2a55a0c;HBC LIFE IKE;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
fce4165c-113d-43a8-b648-85ab378a14e9;HCN-ΕΛΛΗΝΙΚΑ ΔΙΚΤΥΑ ΚΑΛΩΔΙΩΝ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
fbafb152-bcd8-43f7-8664-604b03545547;HEALTH PLUS AE;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
02f034d3-7a10-40e7-bb88-439178f490a5;HELLAS 2P INVESTMENT DAC;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
908b2538-f8bd-4972-b657-7c500f7e75f4;HELLAS 3P;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
4de71360-8218-4823-991a-2da039214a85;HELLAS DIRECT;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
763dbdf8-e65c-4267-a8e2-6ebc01089752;HELLAS POWER;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
e621adf3-3271-4c20-be2b-c9296a9e9712;HELLAS PRODUCTS ΕΠΕ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
6e5ae884-7d9e-468f-85ce-d0151a96475f;HELLASFON;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
3c7fe353-c7c3-4cea-b90f-83e99489f1aa;HENKEL ΕΛΛΑΣ ΑΒΕΕ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
188a32ff-3d00-4f69-bf00-4ce32a575b9a;HILTI ΕΛΛΑΣ ΑΕΕ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
2efee459-6a2b-41dd-a632-51d46f36f0ae;HOME SERVICE AND MANAGEMENT;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
6507cf90-3798-4ed6-836d-3ee706880605;HRS MOBILE;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
66540331-dc1d-4884-b507-05502ca829e0;IATA BSP;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
0b28a151-4207-4556-8b9a-94cd3a876e77;IATA CASS;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
579e5df7-637d-40d9-bdbc-2cc9840b0917;IATRICA ΑΕ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
99bc4df2-1f15-4cfe-8d91-9a51e25040ca;ICISNET ΗΛΕΚΤΡΟΝΙΚΕΣ ΠΛΗΡΩΜΕΣ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
97894b95-557d-42e5-8e5e-d6e03fedb472;IF HELLAS LTD;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
1907537c-28f5-4831-9dc8-82cf2658b9b8;IFG - ΓΑΛΛΙΚΟ ΙΝΣΤΙΤΟΥΤΟ ΕΛΛΑΔΟΣ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
19990dad-d82b-4429-9249-aa0f5923aca3;INALAN-MEDIANET INVEST MIKE;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
0ecb4c2a-5a47-41cb-b090-32c688cae768;INFO QUEST TECHNOLOGIES-MI STORE;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
43d69a74-f665-484a-a2d8-907c065c6a15;INFOSECTOR;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
6112dd9d-9108-460e-b77c-efc97805d593;innoview.gr;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
924b566d-dc66-41f0-9d33-663020accd50;INSURANCE MARKET.GR;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXT;;;;;;;;;
818f6283-210b-4980-a181-d7b2f9e1d7bb;INSURANCE PRO;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
b2c02326-2572-400c-8d75-efb2e8a50148;INSURANCEBEAT.GR;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
aeec2b2a-0707-4b43-a06f-bcd0ca85ee34;INTER FINANCE HELLAS GROUP LTD;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
2ad88d80-588a-4278-9eda-2e819a248f8e;INTERAMERICAN - ANYTIME ΒΟΗΘΕΙΑΣ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
73d7cc4d-0545-4ffd-a2b8-a2b51d235aba;Interamerican-Anytime Ζημιών;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXT;;;;;;;;;
0b03ada1-d4e9-46be-93df-0d8b858eaf04;Interamerican-Anytime Ζωής;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXT;;;;;;;;;
8d6903d1-280d-4062-b029-f5b95a20f677;INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ CLIENTS;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
3aaac9c3-8f66-44d5-b5ec-1df0eb4bee78;INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ NETWORK;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
feb3120a-23c4-447c-a000-6625780bff4e;INTERNATIONAL LIFE ΓΕΝ.ΑΣΦΑΛ.;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
668dd50e-9785-4eba-a8fb-77b90fb7e70a;INTERNATIONAL LIFE ΖΩΗΣ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
474d4ffc-ebf0-4ce1-aaf3-e9567cbbadc2;INTRASOFT INTERNATIONAL ΑΕ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
d7c3f078-e6c0-48f9-aa9a-a2500bd2a55a;Intrum Hellas;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
2c8d9bc2-34d1-498c-8e66-0af37cf4c395;JANNEC AE;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
3a7e50aa-b1da-40f1-babc-7b422796ffd5;KARCHER A.E.E.;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
f870a187-a6cc-4d42-8124-2762f91a9870;KELIFOS EXCLUSIVE PACKAGING;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
f5b7a196-69c9-4179-824d-f8fbd16eeeef;KNOW HOW CONSULTING;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
1b3941a1-e4c2-40a3-8ccb-38a0b56a22fa;KYDON THE HEART CITY HOTEL;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
20fcd84b-dfb5-4b76-85b0-e27eb8db5055;LAMDA OLYMPIA VILLAGE;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
560ebef6-eba7-401d-9f89-03256b2e90ec;LAMDA ΔΟΜΗ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
c48dc269-d3c7-4edd-83a5-836fc04758c4;LANA S.A.R.L.;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
28d8c0ed-380e-401a-9d1a-1cd89f667dc2;LANOVA A.E.;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
f0351def-e100-4e84-be67-7b61e32db0a4;LENOVO EXCLUSIVE;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
d3eb52f8-0ed6-4a69-8896-78319b5d04bf;LIFELINK ΙΚΕ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXT;;;;;;;;;
eb4c6f47-0d11-4f0c-adff-149d33c79be0;LINDE HELLAS LTD;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
f989f87f-1092-47e3-9e6b-7f3a90635611;LLUMAR HELLAS;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
bc3cc2b0-46e6-4f93-8e54-8c21a102e55c;LOGICSOFT;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
78770b12-8f1c-4c57-bbaa-b6224c0eb936;LOVE FASHION POINT;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
7ecfadb7-b8d1-4d66-9c74-235b105aab9f;LYCEE FRANCOHELLEN DELACROIX;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
06e76e21-70bb-4c6f-b959-9876e0223306;M2 INSURANCE AE;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
fd50072b-9006-4546-a45d-3bb909da4a4f;MAXIMA A.E.;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
88dfa08c-4f9e-4c01-b19d-2bd8b413eb0f;MEAT-NET;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
8053c067-61dc-4c9b-9275-ee680a8be4ba;MEDIHUB CHRISTOS KON DIMOPOULOS;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
0854ec7d-a198-4ff7-8420-b774fe752521;Mediterrania ΑΑΕΖ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
c43065bf-6570-4ee7-9a83-e6df38176500;MEGA SERVICE;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
